Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
evm.TU.scaffold_254.57	102782102	102793532	chr1	1
evm.TU.scaffold_254.58	102739203	102752722	chr1	-1
evm.TU.scaffold_254.59	102699110	102736659	chr1	1
evm.TU.scaffold_254.60	102648108	102648831	chr1	-1
evm.TU.scaffold_254.62	102559663	102560386	chr1	-1
evm.TU.scaffold_254.63	102519256	102520625	chr1	1
evm.TU.scaffold_254.64	102446236	102452012	chr1	-1
evm.TU.scaffold_254.65	102441190	102443042	chr1	1
evm.TU.scaffold_254.66	102425654	102429296	chr1	1
evm.TU.scaffold_254.67	102407763	102417682	chr1	1
evm.TU.scaffold_254.68	102354089	102360484	chr1	1
evm.TU.scaffold_254.69	102290679	102292963	chr1	1
evm.TU.scaffold_254.70	102226629	102228366	chr1	-1
evm.TU.scaffold_254.71	102226032	102226467	chr1	-1
evm.TU.scaffold_254.73	102123552	102194944	chr1	-1
evm.TU.scaffold_254.76	102028657	102030652	chr1	1
evm.TU.scaffold_254.77	102010016	102022452	chr1	1
evm.TU.scaffold_254.78	101913536	101961901	chr1	1
evm.TU.scaffold_254.8	104091666	104102831	chr1	-1
evm.TU.scaffold_254.83	101688671	101705814	chr1	1
evm.TU.scaffold_254.87	101634836	101657563	chr1	1
evm.TU.scaffold_254.88	101552289	101572827	chr1	-1
evm.TU.scaffold_254.9	104035023	104037761	chr1	1
evm.TU.scaffold_254.93	101348801	101349308	chr1	1
evm.TU.scaffold_254.96	101279959	101288992	chr1	1
evm.TU.scaffold_254.98	101175518	101572857	chr1	-1
evm.TU.scaffold_255.10	60162745	60216011	chr5	-1
evm.TU.scaffold_255.12_evm.TU.scaffold_255.14	60250094	60374940	chr5	1
evm.TU.scaffold_255.1	59790120	59792833	chr5	1
evm.TU.scaffold_255.16	60401192	60401482	chr5	-1
evm.TU.scaffold_255.17	60401728	60403923	chr5	-1
evm.TU.scaffold_255.20	60462111	60462566	chr5	1
evm.TU.scaffold_255.23	60515170	60518043	chr5	1
evm.TU.scaffold_255.25	60542798	60544617	chr5	1
evm.TU.scaffold_255.26	60552948	60556699	chr5	1
evm.TU.scaffold_255.27	60571841	60574587	chr5	1
evm.TU.scaffold_255.28	60574782	60575231	chr5	-1
evm.TU.scaffold_255.30	60621497	60622401	chr5	-1
evm.TU.scaffold_255.31	60643271	60645648	chr5	-1
evm.TU.scaffold_255.32	60647992	60666913	chr5	-1
evm.TU.scaffold_255.33	60683888	60696425	chr5	-1
evm.TU.scaffold_255.8	60045752	60051498	chr5	1
evm.TU.scaffold_255.9	60059754	60159740	chr5	1
evm.TU.scaffold_256.1	135554825	135555319	chr3	-1
evm.TU.scaffold_256.13	135887166	136021201	chr3	-1
evm.TU.scaffold_256.17	136134334	136134624	chr3	-1
evm.TU.scaffold_256.18	136215083	136287280	chr3	-1
evm.TU.scaffold_256.19	136299006	136345907	chr3	1
evm.TU.scaffold_256.20	136345952	136346236	chr3	1
evm.TU.scaffold_256.2	135596744	135597079	chr3	-1
evm.TU.scaffold_256.23	136160668	136287385	chr3	-1
evm.TU.scaffold_256.24	136632696	136633598	chr3	-1
evm.TU.scaffold_256.3	135606414	135607640	chr3	-1
evm.TU.scaffold_256.4	135627610	135629868	chr3	-1
evm.TU.scaffold_256.5	135629886	135642667	chr3	-1
evm.TU.scaffold_256.7	135672858	135757770	chr3	1
evm.TU.scaffold_2.5	81404661	81408196	chr1	1
evm.TU.scaffold_26.15	49504439	49530107	chr1	-1
evm.TU.scaffold_26.17	49373746	49410465	chr1	1
evm.TU.scaffold_26.18	49360759	49362126	chr1	-1
evm.TU.scaffold_26.20	49264187	49302762	chr1	1
evm.TU.scaffold_26.22	49237641	49247677	chr1	-1
evm.TU.scaffold_262.3	21259708	21269018	chr7	1
evm.TU.scaffold_26.23	49227034	49231160	chr1	1
evm.TU.scaffold_26.24	49210372	49212209	chr1	1
evm.TU.scaffold_26.25	49208555	49210206	chr1	1
evm.TU.scaffold_26.26	49206707	49207168	chr1	-1
evm.TU.scaffold_263.10	36871062	36892266	chr12	-1
evm.TU.scaffold_263.3	35747688	35752117	chr12	-1
evm.TU.scaffold_263.4	35831743	35855476	chr12	-1
evm.TU.scaffold_263.6	35989281	35994657	chr12	-1
evm.TU.scaffold_263.9	36803109	36803921	chr12	1
evm.TU.scaffold_264.10	54792076	54859217	chr6	1
evm.TU.scaffold_264.1	55389548	55390225	chr6	-1
evm.TU.scaffold_264.2	55316248	55369058	chr6	-1
evm.TU.scaffold_264.3	55238774	55296184	chr6	1
evm.TU.scaffold_264.4	55169805	55191956	chr6	1
evm.TU.scaffold_264.5	55155802	55169395	chr6	1
evm.TU.scaffold_264.7	54936317	54959553	chr6	1
evm.TU.scaffold_264.8	54935528	54936292	chr6	1
evm.TU.scaffold_265.1	20116	20373	fragScaff_scaffold_265	1
evm.TU.scaffold_265.2	26218	32162	fragScaff_scaffold_265	-1
evm.TU.scaffold_265.3	38005	39968	fragScaff_scaffold_265	-1
evm.TU.scaffold_265.4	276679	278242	fragScaff_scaffold_265	1
evm.TU.scaffold_266.2	139237577	139344966	chr2	1
evm.TU.scaffold_266.3	139671051	139671409	chr2	-1
evm.TU.scaffold_266.5	140040792	140041510	chr2	-1
evm.TU.scaffold_268.10	10784639	10830415	chr7	-1
evm.TU.scaffold_268.11	10751558	10751911	chr7	-1
evm.TU.scaffold_268.1	11696320	11699358	chr7	-1
evm.TU.scaffold_268.12	10740599	10751011	chr7	-1
evm.TU.scaffold_268.13	10728015	10729780	chr7	-1
evm.TU.scaffold_2.6	81434858	81439100	chr1	1
evm.TU.scaffold_268.16	10304903	10308148	chr7	-1
evm.TU.scaffold_268.17	9971071	9972998	chr7	-1
evm.TU.scaffold_268.18	9716813	9718470	chr7	-1
evm.TU.scaffold_268.19	9676312	9684978	chr7	1
evm.TU.scaffold_268.20	9603425	9605082	chr7	-1
evm.TU.scaffold_268.2	11564024	11564773	chr7	-1
evm.TU.scaffold_268.3	11539056	11540816	chr7	-1
evm.TU.scaffold_268.4	11480726	11481597	chr7	-1
evm.TU.scaffold_268.5	11418970	11420724	chr7	1
evm.TU.scaffold_268.6	11385535	11386908	chr7	1
evm.TU.scaffold_268.7	11171860	11176930	chr7	1
evm.TU.scaffold_268.9	10941779	10944127	chr7	-1
evm.TU.scaffold_269.2	60884	61395	fragScaff_scaffold_269	1
evm.TU.scaffold_26.9	49723917	49724975	chr1	1
evm.TU.scaffold_270.1	74910277	74911933	chr3	-1
evm.TU.scaffold_270.2	74995279	75028807	chr3	1
evm.TU.scaffold_270.3	75350430	75351031	chr3	-1
evm.TU.scaffold_270.4	75351515	75354803	chr3	-1
evm.TU.scaffold_270.7	75444644	75444968	chr3	-1
evm.TU.scaffold_27.10	46885714	46890468	chr11	1
evm.TU.scaffold_271.10_evm.TU.scaffold_271.8	65801598	65882777	chr10	-1
evm.TU.scaffold_271.11	65795354	65798980	chr10	-1
evm.TU.scaffold_271.12	65773840	65774685	chr10	-1
evm.TU.scaffold_271.14	65739469	65744122	chr10	1
evm.TU.scaffold_27.11	46826324	46849064	chr11	-1
evm.TU.scaffold_271.15	65734878	65736230	chr10	1
evm.TU.scaffold_271.1	66132184	66133961	chr10	-1
evm.TU.scaffold_271.16	65610145	65617829	chr10	-1
evm.TU.scaffold_271.18	65588606	65590317	chr10	1
evm.TU.scaffold_27.12	46816015	46817236	chr11	1
evm.TU.scaffold_27.13	46784206	46786887	chr11	-1
evm.TU.scaffold_27.14	46725759	46732749	chr11	1
evm.TU.scaffold_27.1	47398591	47399503	chr11	1
evm.TU.scaffold_27.15	46685669	46697692	chr11	-1
evm.TU.scaffold_271.5	66008801	66017540	chr10	1
evm.TU.scaffold_27.16	46662981	46684135	chr11	1
evm.TU.scaffold_271.6	65960263	65960820	chr10	1
evm.TU.scaffold_27.17	46597368	46611458	chr11	-1
evm.TU.scaffold_271.7	65949952	65955008	chr10	1
evm.TU.scaffold_27.18	46586053	46592369	chr11	1
evm.TU.scaffold_27.19	46573450	46583589	chr11	1
evm.TU.scaffold_271.9	65847974	65854210	chr10	1
evm.TU.scaffold_27.20	46549712	46552560	chr11	-1
evm.TU.scaffold_27.21	46514768	46535624	chr11	-1
evm.TU.scaffold_272.1	71581	73850	fragScaff_scaffold_272	-1
evm.TU.scaffold_272.2	104728	113518	fragScaff_scaffold_272	-1
evm.TU.scaffold_27.22	46409157	46500978	chr11	1
evm.TU.scaffold_27.23	46400187	46401081	chr11	1
evm.TU.scaffold_27.24	46230548	46267017	chr11	1
evm.TU.scaffold_27.2	47368599	47369845	chr11	1
evm.TU.scaffold_272.5	201299	201640	fragScaff_scaffold_272	1
evm.TU.scaffold_27.25	46210172	46211075	chr11	1
evm.TU.scaffold_272.6	201192	289548	fragScaff_scaffold_272	-1
evm.TU.scaffold_27.26	46199881	46200414	chr11	-1
evm.TU.scaffold_27.27	45957120	46127958	chr11	-1
evm.TU.scaffold_27.29	45910343	45911245	chr11	-1
evm.TU.scaffold_27.30	45867337	45895598	chr11	1
evm.TU.scaffold_273.10	20522624	20522800	chr9	-1
evm.TU.scaffold_273.11	20585716	20587727	chr9	1
evm.TU.scaffold_273.1	20279062	20279796	chr9	1
evm.TU.scaffold_273.12	20594452	20596701	chr9	1
evm.TU.scaffold_27.31	45856286	45856627	chr11	-1
evm.TU.scaffold_273.15_evm.TU.scaffold_273.23	20688141	20845998	chr9	1
evm.TU.scaffold_273.17	20716965	20718183	chr9	1
evm.TU.scaffold_273.18	20752342	20752952	chr9	1
evm.TU.scaffold_273.19	20761841	20769599	chr9	1
evm.TU.scaffold_273.2	20279889	20281382	chr9	1
evm.TU.scaffold_273.24	20863438	20890007	chr9	1
evm.TU.scaffold_27.32	45776074	45824956	chr11	-1
evm.TU.scaffold_273.25	20890723	20892129	chr9	1
evm.TU.scaffold_273.27	20957443	20966876	chr9	1
evm.TU.scaffold_273.31	21102767	21103585	chr9	-1
evm.TU.scaffold_27.33	45768154	45768987	chr11	1
evm.TU.scaffold_27.34	45724127	45743256	chr11	1
evm.TU.scaffold_27.3	47248484	47251658	chr11	-1
evm.TU.scaffold_27.35	45684065	45684710	chr11	-1
evm.TU.scaffold_273.6	20370027	20371860	chr9	1
evm.TU.scaffold_273.7	20371950	20372843	chr9	1
evm.TU.scaffold_27.4	47230843	47233421	chr11	-1
evm.TU.scaffold_275.10	155563220	155569398	chr2	1
evm.TU.scaffold_275.11	155583101	155591300	chr2	1
evm.TU.scaffold_275.1	155236100	155237182	chr2	1
evm.TU.scaffold_275.12	155591501	155606630	chr2	1
evm.TU.scaffold_275.13	155660561	155758436	chr2	1
evm.TU.scaffold_275.14	155799070	155861304	chr2	-1
evm.TU.scaffold_275.16	156144256	156152016	chr2	-1
evm.TU.scaffold_275.17	156192135	156193079	chr2	-1
evm.TU.scaffold_275.18	156193218	156193559	chr2	1
evm.TU.scaffold_275.19	156196325	156196612	chr2	-1
evm.TU.scaffold_275.20	156262253	156319425	chr2	1
evm.TU.scaffold_275.21	156338949	156347524	chr2	-1
evm.TU.scaffold_275.4	155239882	155241415	chr2	1
evm.TU.scaffold_275.6	155371821	155373564	chr2	1
evm.TU.scaffold_275.9	155478495	155481042	chr2	1
evm.TU.scaffold_276.10	56110704	56112146	chr10	1
evm.TU.scaffold_276.11	56189325	56220546	chr10	-1
evm.TU.scaffold_276.2	55550570	55574887	chr10	1
evm.TU.scaffold_276.3	55574900	55587135	chr10	1
evm.TU.scaffold_276.4	55587368	55600868	chr10	1
evm.TU.scaffold_27.6	47073073	47073675	chr11	-1
evm.TU.scaffold_276.5	55631511	55631764	chr10	1
evm.TU.scaffold_276.7	55806311	55812169	chr10	-1
evm.TU.scaffold_276.8	55812747	55889717	chr10	1
evm.TU.scaffold_276.9	56080601	56110018	chr10	1
evm.TU.scaffold_277.1	55761	56984	fragScaff_scaffold_277	-1
evm.TU.scaffold_277.2	129361	131584	fragScaff_scaffold_277	-1
evm.TU.scaffold_277.3	132653	133385	fragScaff_scaffold_277	-1
evm.TU.scaffold_27.7	47023233	47030107	chr11	-1
evm.TU.scaffold_278.11	59140734	59192650	chr2	1
evm.TU.scaffold_278.13	59213668	59231784	chr2	-1
evm.TU.scaffold_2.7	81445215	81451044	chr1	1
evm.TU.scaffold_278.14	59232308	59232641	chr2	-1
evm.TU.scaffold_278.15	59384665	59385210	chr2	1
evm.TU.scaffold_278.1	58182819	58204161	chr2	1
evm.TU.scaffold_278.16	59426675	59427445	chr2	-1
evm.TU.scaffold_278.17	59427608	59428855	chr2	-1
evm.TU.scaffold_278.18	59428901	59429443	chr2	-1
evm.TU.scaffold_278.19	59448866	59449180	chr2	-1
evm.TU.scaffold_278.20	59449205	59449378	chr2	-1
evm.TU.scaffold_278.21	59711311	59772494	chr2	-1
evm.TU.scaffold_278.22	59843452	59844545	chr2	-1
evm.TU.scaffold_278.23	59988963	60066571	chr2	1
evm.TU.scaffold_278.25	60121848	60123352	chr2	-1
evm.TU.scaffold_278.2	58266612	58266865	chr2	-1
evm.TU.scaffold_278.26_evm.TU.scaffold_278.27	60189340	60267907	chr2	-1
evm.TU.scaffold_278.28	60297410	60381917	chr2	1
evm.TU.scaffold_278.30	61109939	61110161	chr2	-1
evm.TU.scaffold_278.33	61352880	61353238	chr2	1
evm.TU.scaffold_278.34	61353617	61354165	chr2	1
evm.TU.scaffold_278.35	61379559	61380753	chr2	-1
evm.TU.scaffold_278.4	58334565	58345385	chr2	1
evm.TU.scaffold_27.8	46978636	47021294	chr11	1
evm.TU.scaffold_278.5	58448033	58576945	chr2	-1
evm.TU.scaffold_278.7	58860386	58975570	chr2	-1
evm.TU.scaffold_278.9	59029081	59030664	chr2	1
evm.TU.scaffold_279.11_evm.TU.scaffold_279.12	53390049	53483131	chr1	-1
evm.TU.scaffold_279.13	53273740	53273929	chr1	1
evm.TU.scaffold_279.14	53267171	53270870	chr1	1
evm.TU.scaffold_279.3	53773873	53774040	chr1	-1
evm.TU.scaffold_279.7	53569687	53571061	chr1	-1
evm.TU.scaffold_279.8	53562691	53565487	chr1	1
evm.TU.scaffold_280.12	38380354	38400433	chr8	1
evm.TU.scaffold_280.13	38376866	38378939	chr8	-1
evm.TU.scaffold_280.16	38189988	38209142	chr8	1
evm.TU.scaffold_280.20_evm.TU.scaffold_280.19	37979919	38125577	chr8	-1
evm.TU.scaffold_280.23	37899610	37916230	chr8	-1
evm.TU.scaffold_280.26	37819476	37819889	chr8	1
evm.TU.scaffold_280.28	37736805	37814271	chr8	-1
evm.TU.scaffold_280.32	37188597	37189144	chr8	-1
evm.TU.scaffold_280.3	38736634	38748300	chr8	-1
evm.TU.scaffold_280.35	37154537	37154866	chr8	1
evm.TU.scaffold_280.36	37011436	37175794	chr8	-1
evm.TU.scaffold_280.43	36850629	36851219	chr8	1
evm.TU.scaffold_280.44	36809964	36819025	chr8	-1
evm.TU.scaffold_280.50	36274157	36380717	chr8	-1
evm.TU.scaffold_280.7	38579830	38589358	chr8	-1
evm.TU.scaffold_280.8_evm.TU.scaffold_280.9	38461823	38574173	chr8	1
evm.TU.scaffold_28.11	146623887	146643539	chr3	1
evm.TU.scaffold_28.13	146498931	146499593	chr3	1
evm.TU.scaffold_28.16	146354568	146405586	chr3	1
evm.TU.scaffold_28.19	146318539	146320620	chr3	-1
evm.TU.scaffold_28.20	146275437	146285569	chr3	1
evm.TU.scaffold_282.1	62866209	62866376	chr6	1
evm.TU.scaffold_282.2	63296664	63296845	chr6	1
evm.TU.scaffold_28.23	146225334	146238777	chr3	-1
evm.TU.scaffold_282.3	63360152	63360327	chr6	1
evm.TU.scaffold_28.24	146222386	146222631	chr3	-1
evm.TU.scaffold_282.4	63827147	63827433	chr6	1
evm.TU.scaffold_282.5	64067864	64069246	chr6	1
evm.TU.scaffold_285.10	42692902	42721036	chr5	-1
evm.TU.scaffold_285.11	42767751	42770024	chr5	1
evm.TU.scaffold_285.1	41582892	41584252	chr5	1
evm.TU.scaffold_285.17	43060216	43060985	chr5	1
evm.TU.scaffold_285.18	43078339	43102361	chr5	-1
evm.TU.scaffold_285.19	43157550	43177066	chr5	-1
evm.TU.scaffold_285.20	43221284	43222098	chr5	1
evm.TU.scaffold_285.21	43403686	43404071	chr5	1
evm.TU.scaffold_285.22	43404751	43404903	chr5	1
evm.TU.scaffold_285.23	43726590	43770148	chr5	1
evm.TU.scaffold_285.2	41721933	41723044	chr5	1
evm.TU.scaffold_285.25	43955594	43991407	chr5	-1
evm.TU.scaffold_285.26	44187329	44188477	chr5	1
evm.TU.scaffold_285.27	44201125	44201439	chr5	-1
evm.TU.scaffold_285.29	44488431	44488776	chr5	-1
evm.TU.scaffold_285.30	44495801	44539571	chr5	-1
evm.TU.scaffold_285.31	44599754	44602208	chr5	1
evm.TU.scaffold_285.32	44603922	44605615	chr5	-1
evm.TU.scaffold_285.3	41759623	41922759	chr5	-1
evm.TU.scaffold_285.34	45430260	45488256	chr5	-1
evm.TU.scaffold_285.5	42257436	42260096	chr5	-1
evm.TU.scaffold_285.6	42464947	42486791	chr5	-1
evm.TU.scaffold_285.7	42614721	42618035	chr5	-1
evm.TU.scaffold_285.8	42618088	42622352	chr5	-1
evm.TU.scaffold_285.9	42664174	42673792	chr5	-1
evm.TU.scaffold_287.11	78838288	78842139	chr3	1
evm.TU.scaffold_287.12	78817766	78820331	chr3	-1
evm.TU.scaffold_287.13	78812744	78813983	chr3	-1
evm.TU.scaffold_287.14	78766350	78770752	chr3	-1
evm.TU.scaffold_287.15	78760155	78760828	chr3	1
evm.TU.scaffold_287.16	78758683	78759740	chr3	1
evm.TU.scaffold_287.17	78755920	78756222	chr3	-1
evm.TU.scaffold_287.18	78737501	78747969	chr3	-1
evm.TU.scaffold_287.19	78692954	78734537	chr3	1
evm.TU.scaffold_287.23	78623665	78625588	chr3	1
evm.TU.scaffold_287.32	78190207	78245172	chr3	1
evm.TU.scaffold_287.33	77924004	77947479	chr3	1
evm.TU.scaffold_287.34	77721318	77795314	chr3	-1
evm.TU.scaffold_287.4	79022243	79032051	chr3	1
evm.TU.scaffold_287.7	78876754	78883197	chr3	1
evm.TU.scaffold_287.8	78867123	78877471	chr3	-1
evm.TU.scaffold_28.8	146686727	146692211	chr3	1
evm.TU.scaffold_2.8	81467755	81473281	chr1	1
evm.TU.scaffold_289.10	37340105	37340762	chr6	-1
evm.TU.scaffold_289.11	37324726	37338068	chr6	1
evm.TU.scaffold_289.12	37285045	37287311	chr6	1
evm.TU.scaffold_289.13	37242678	37243030	chr6	-1
evm.TU.scaffold_289.14	37238520	37239546	chr6	1
evm.TU.scaffold_289.15	37228571	37235919	chr6	1
evm.TU.scaffold_289.16	37227506	37227781	chr6	-1
evm.TU.scaffold_289.17	37216800	37219924	chr6	1
evm.TU.scaffold_289.18	37204675	37207704	chr6	1
evm.TU.scaffold_289.19	37183960	37185742	chr6	1
evm.TU.scaffold_289.20	37181070	37183590	chr6	1
evm.TU.scaffold_289.21	36946473	36951824	chr6	-1
evm.TU.scaffold_289.22	36824194	36824377	chr6	1
evm.TU.scaffold_289.4	37665729	37666277	chr6	1
evm.TU.scaffold_289.6	37528802	37531723	chr6	-1
evm.TU.scaffold_289.7	37466030	37468902	chr6	-1
evm.TU.scaffold_289.8	37375773	37392901	chr6	-1
evm.TU.scaffold_289.9	37350308	37353628	chr6	-1
evm.TU.scaffold_290.10	71359121	71371249	chr3	-1
evm.TU.scaffold_290.12	71292978	71293708	chr3	-1
evm.TU.scaffold_290.13	71282725	71285065	chr3	1
evm.TU.scaffold_290.14	71233956	71235171	chr3	1
evm.TU.scaffold_290.15	71168003	71208290	chr3	1
evm.TU.scaffold_290.1	72502970	72507902	chr3	1
evm.TU.scaffold_290.17	71024005	71060159	chr3	-1
evm.TU.scaffold_290.5	71821678	71823391	chr3	-1
evm.TU.scaffold_290.6	71798533	71818770	chr3	1
evm.TU.scaffold_290.7	71722856	71723589	chr3	-1
evm.TU.scaffold_290.8	71711117	71713074	chr3	1
evm.TU.scaffold_290.9	71482853	71551467	chr3	1
evm.TU.scaffold_29.10	39555348	39555827	chr11	-1
evm.TU.scaffold_291.10	82252329	82369580	chr3	1
evm.TU.scaffold_29.11	39556061	39556749	chr11	-1
evm.TU.scaffold_291.15	82514800	82625292	chr3	1
evm.TU.scaffold_291.16	82654363	82691734	chr3	-1
evm.TU.scaffold_291.3	81887944	81892658	chr3	1
evm.TU.scaffold_29.1	39145369	39160242	chr11	1
evm.TU.scaffold_291.4	81904570	81908188	chr3	-1
evm.TU.scaffold_291.5_evm.TU.scaffold_291.6	81977231	81980233	chr3	-1
evm.TU.scaffold_291.7	81981488	81981882	chr3	-1
evm.TU.scaffold_292.12	23319727	23322322	chr5	-1
evm.TU.scaffold_292.14	23218809	23233201	chr5	-1
evm.TU.scaffold_292.18	23174834	23176882	chr5	1
evm.TU.scaffold_292.24	23036409	23041761	chr5	1
evm.TU.scaffold_292.31	22898156	22942315	chr5	-1
evm.TU.scaffold_292.32	22861795	22893109	chr5	1
evm.TU.scaffold_292.33	22809559	22844987	chr5	1
evm.TU.scaffold_292.34	22773858	22779730	chr5	-1
evm.TU.scaffold_292.38	22643688	22645007	chr5	-1
evm.TU.scaffold_29.2	39169110	39174729	chr11	-1
evm.TU.scaffold_292.41	22573740	22574513	chr5	1
evm.TU.scaffold_292.42	22449559	22457184	chr5	1
evm.TU.scaffold_292.4	23463684	23492349	chr5	1
evm.TU.scaffold_292.43	22417736	22418211	chr5	-1
evm.TU.scaffold_292.44	22391319	22391776	chr5	1
evm.TU.scaffold_292.45	22105982	22106698	chr5	1
evm.TU.scaffold_292.46	22090547	22097762	chr5	1
evm.TU.scaffold_292.47	22001767	22003838	chr5	1
evm.TU.scaffold_292.48	21958421	21967282	chr5	1
evm.TU.scaffold_292.49	21956786	21956986	chr5	1
evm.TU.scaffold_292.5	23461233	23463206	chr5	-1
evm.TU.scaffold_292.6	23431082	23452709	chr5	1
evm.TU.scaffold_292.9	23364193	23367085	chr5	1
evm.TU.scaffold_29.3	39251246	39264377	chr11	-1
evm.TU.scaffold_29.4	39302216	39322732	chr11	1
evm.TU.scaffold_295.1	130459905	130466857	chr3	1
evm.TU.scaffold_295.2	130493768	130497215	chr3	1
evm.TU.scaffold_295.3	130497855	130516773	chr3	-1
evm.TU.scaffold_29.5	39327067	39333268	chr11	-1
evm.TU.scaffold_295.4	130661435	130661749	chr3	1
evm.TU.scaffold_295.6	130813458	130817249	chr3	1
evm.TU.scaffold_295.7	130890868	130909061	chr3	1
evm.TU.scaffold_29.6	39388506	39389207	chr11	-1
evm.TU.scaffold_29.7	39389249	39389791	chr11	-1
evm.TU.scaffold_2.9	81480173	81481789	chr1	-1
evm.TU.scaffold_29.9	39478537	39480792	chr11	-1
evm.TU.scaffold_300.10	129419277	129420801	chr3	1
evm.TU.scaffold_300.1	129579210	129590743	chr3	-1
evm.TU.scaffold_300.15	129346816	129349009	chr3	1
evm.TU.scaffold_300.16	129263262	129270927	chr3	-1
evm.TU.scaffold_300.17	129230760	129238417	chr3	1
evm.TU.scaffold_300.18	129226258	129230620	chr3	-1
evm.TU.scaffold_300.20	129152236	129204337	chr3	1
evm.TU.scaffold_300.21	129135875	129148582	chr3	1
evm.TU.scaffold_300.2	129578134	129578874	chr3	-1
evm.TU.scaffold_300.23	129128019	129130658	chr3	1
evm.TU.scaffold_300.24	129120305	129121341	chr3	-1
evm.TU.scaffold_300.27	129071590	129108774	chr3	1
evm.TU.scaffold_300.31	129000370	129000693	chr3	1
evm.TU.scaffold_300.3	129546243	129546951	chr3	-1
evm.TU.scaffold_300.32	128980308	129000288	chr3	1
evm.TU.scaffold_300.34	128950325	128959381	chr3	1
evm.TU.scaffold_300.36	128926767	128927177	chr3	1
evm.TU.scaffold_300.37	128917386	128926696	chr3	1
evm.TU.scaffold_300.39	128879128	128881585	chr3	1
evm.TU.scaffold_300.41	128833510	128834265	chr3	-1
evm.TU.scaffold_300.4	129489007	129545197	chr3	1
evm.TU.scaffold_300.42	128787308	128791930	chr3	-1
evm.TU.scaffold_300.43	128769580	128783644	chr3	1
evm.TU.scaffold_300.44	128747211	128748733	chr3	1
evm.TU.scaffold_300.45	128639626	128693406	chr3	1
evm.TU.scaffold_300.46	128626369	128639353	chr3	1
evm.TU.scaffold_300.47	128614527	128616851	chr3	-1
evm.TU.scaffold_300.48	128586834	128599806	chr3	-1
evm.TU.scaffold_300.51	128449040	128521924	chr3	-1
evm.TU.scaffold_300.5	129487243	129488385	chr3	-1
evm.TU.scaffold_300.53	128436196	128437026	chr3	-1
evm.TU.scaffold_300.54	128434925	128436034	chr3	-1
evm.TU.scaffold_300.58	128284843	128298568	chr3	-1
evm.TU.scaffold_300.59	128266776	128267460	chr3	1
evm.TU.scaffold_300.6	129471884	129473448	chr3	1
evm.TU.scaffold_300.63	128244222	128244973	chr3	1
evm.TU.scaffold_300.65	128221499	128240410	chr3	-1
evm.TU.scaffold_300.66	128215496	128219015	chr3	1
evm.TU.scaffold_300.67	128153127	128167678	chr3	-1
evm.TU.scaffold_300.68	128124452	128149370	chr3	1
evm.TU.scaffold_300.69	128078576	128084306	chr3	1
evm.TU.scaffold_300.70	127980578	128038131	chr3	1
evm.TU.scaffold_300.8	129427890	129428735	chr3	1
evm.TU.scaffold_301.10	33371344	33372804	chr8	-1
evm.TU.scaffold_301.11	33626213	33626767	chr8	-1
